fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
3459,The company was required to pay the levy on its profits.,8,La empresa fue obligada a pagar el impuesto sobre sus ganancias.,8
3460,The driver's rage behind the wheel was a major concern for the passengers.,3,El enfado del conductor detrás del volante era un gran preocupación para los pasajeros.,0
3461,She showed remarkable bravery in the face of danger.,4,Ella mostró una valentía asombrosa en la cara del peligro.,4
3462,She felt guilty for breaking the vase without asking permission.,0,Ella sintñ la culpa por romper el vaso sin pedir permiso.,4
3463,The family enjoyed watching the sunset from their balcony on warm summer evenings.,9,La familia disfrutó de observar el atardecer desde su balcón en las tardes cálidas de verano.,10
3464,,0,,0
3465,She struggled to overcome her weakness and achieve success.,6,Ella luchó para superar su debilidad y lograr el éxito.,6
3466,Her decisiveness in the business meeting led to a successful proposal.,0,Su decisión en la reunión empresarial llevó a una propuesta exitosa.,0
3467,The new policy is a topic of debate among employees.,6,El nuevo régimen es un tema de debate entre los empleados.,6
3468,Her honesty was truly appreciated by her colleagues.,2,Su honestidad fue realmente apreciada por sus colegas.,2
3469,The eagle's sharp beak snapped shut around its prey.,4,La aguiluca golpea su presa con el pico afilado.,8
3470,She ate her porridge with fresh fruit and a drizzle of honey.,4,Ella comió su gachas con frutas frescas y un chorrito de miel.,4
3471,The seatbelt is designed to be a protective feature for drivers.,8,El cinturón de seguridad está diseñado para ser un elemento protector para los conductores.,11
3472,The boxer wore gloves to protect his hands.,2,El boxeador llevaba guantes para proteger sus manos.,2
3473,She bought a piece of candy for her brother at the store.,6,Ella compró un trozo de caramelo para su hermano en la tienda.,6
3474,She added thyme to the soup for extra flavor.,3,Ella agregó tomillo al caldo para agregar sabor adicional.,3
3475,She poured herself a shot of brandy to warm up.,7,Ella se servía un trago de brandy para calentarse.,7
3476,The bookshelf was on the third storey of the library,7,La estantería estaba en el tercer piso de la biblioteca,7
3477,The estuary is home to a diverse array of marine life.,2,El estuario es hogar de una variedad diversa de vida marina.,2
3478,Her optimism inspired her team to push through the difficult project.,2,El optimismo de ella inspiró su equipo a superar el proyecto complicado.,2
3479,The company's earnings were higher than expected this quarter.,3,Las ganancias de la empresa fueron más altas que se esperaban este trimestre.,2
3480,The savage beast attacked its owner without warning.,2,El salvaje león atacó a su dueño sin previo aviso.,2
3481,"The daring heist was caught on camera, revealing the mastermind behind the robbery.",13,"La audaz agresión fue grabada en cámara, revelando al cerebro detrás del robo.",13
3482,The cub explored its new surroundings with curiosity.,2,El cachorro exploraba sus nuevos entornos con curiosidad.,2
3483,"After puncturing his tyre, John had to change it before continuing the trip.",4,"Después de hacer un agujero en su neumático, Juan tenía que cambiarlo antes de seguir el viaje.",8
3484,She likes to chew on crunchy apples in winter.,4,Ella le gusta masticar manzanas crujientes en invierno.,4
3485,"On our safari, we saw a pride of lions and a herd of elephants.",3,"En nuestro safari, vimos un prado de leones y una manada de elefantes.",3
3486,The rock was a significant obstacle to our team's hike.,6,El roca fue un obstáculo significativo para nuestra expedición de senderismo.,5
3487,The company develops and distributes a wide range of software solutions.,10,La empresa desarrolla y distribuye una amplia variedad de soluciones de software.,12
3488,The developer spent all night fixing the bug in the application.,2,El desarrollador pasó por toda la noche arreglando el problema en la aplicación.,2
3489,She peeled a pear and ate it for dessert.,4,Ella peló una pera y la comió para postre.,4
3490,My papa loves to garden.,2,Mi papá ama jardinar.,2
3491,The flock of sheep grazed peacefully in the green meadow.,2,El rebaño de ovejas pastó pacíficamente en el prado verde.,2
3492,The music had a beautiful melody that moved the audience to tears.,6,La música tenía una melodía hermosa que conmovió al público a lágrimas.,5
3493,The seventh hour of a movie is usually less busy than the first.,2,La séptima hora de una película suele ser menos concurrida que la primera.,0
3494,Steve Jobs was the founder of Apple Computers.,5,Steve Jobs fue el fundador de Apple Computers.,5
3495,The mahogany paneling in the room added a touch of elegance to the space.,2,El acabado en caoba del comodin añadió un toque de elegancia al espacio.,4
3496,The communist ideology has been influential in shaping modern politics and economies around the world.,2,La ideología comunista ha sido influente en moldear la política y la economía modernas en todo el mundo,3
3497,Her family has been involved in agriculture for generations.,7,Su familia se ha involucrado en agricultura durante generaciones.,7
3498,The company saw its new factory as a major asset in expanding its operations.,10,La empresa consideró su nueva fábrica como un activo importante en el expansión de sus operaciones.,9
3499,She added a drizzle of syrup to her pancakes for extra sweetness.,6,Ella agregó una gota de jarabe a sus pancakes para añadir más dulzura.,6
3500,The oyster was served raw with a squeeze of lemon.,2,El ostra se sirvió crudo con un poco de limón,2
3501,The ban on flavored tobacco products is part of the government's effort to reduce smoking rates.,5,La prohibición de los productos de tabaco con sabor es parte del esfuerzo del gobierno para reducir las tasas de fumadores.,7
3502,"The hikers stood at the brink of the steep drop, holding onto each other tightly.",6,"Los senderistas se encontraban en el borde del descenso abrupto, manteniéndose unos a otros apretados firmemente.",7
3503,She enjoyed munching on a snack while watching TV.,6,Ella disfrutó mordisqueando un aperitivo mientras veía la televisión.,5
3504,She whisked the eggs until they were light and fluffy.,0,Ella batidor los huevos hasta que estaban ligeros y esponjosos.,2
3505,The priest led the mourners to the coffin where they would pay their respects.,8,El sacerdote llevó al grupo de luto hasta el ataúd donde se les pedía que hicieran sus homenajes.,10
3506,The violinist's technical skill was impressive,0,Las habilidades técnicas del violinista eran impresionantes,0
3507,The veteran returned home to a hero's welcome after serving several tours of duty in Iraq.,2,El veterano regresó a casa con un recibimiento hermoso después de varios tours de servicio en Irak.,2
3508,The security guard took his position as the second in line to receive the award.,0,El guarda de seguridad tomó su posición como segundo en línea para recibir el premio.,9
3509,The loop counter increments at the end of each iteration.,2,El contador del bucle aumenta en el final de cada iteración.,4
3510,The company had to adapt to the changing market conditions.,5,La empresa tuvo que adaptarse a las condiciones del mercado cambiantes.,0
3511,The new business plan made the project viable again.,8,El nuevo plan de negocios hizo que el proyecto fuera viabilidad nuevamente.,0
3512,She snuggled up next to him on the couch and started to cuddle.,13,Ella se acurrucó junto a él en el sofá y comenzó a abrazarle.,0
3513,"The artist's style was patchy, making it difficult to identify her as a specific movement.",5,"El estilo del artista era irregulare, lo que lo hacía difícil identificarlo como un movimiento específico.",0
3514,The family lived in a small hut on the outskirts of the village.,7,La familia vivía en una pequeña cabaña al borde del pueblo.,7
3515,The actress wore a glamorous wig to the movie premiere.,6,La actriz llevaba una peluca glamorosa al estreno del película.,5
3516,The company's new tactic is to outsource some of its operations.,4,La empresa nueva táctica es salir a concesionar algunas de sus operaciones.,4
3517,The company's default shipping method was changed to save time during the holiday season.,3,El método de envío predeterminado de la empresa fue cambiado para ahorrar tiempo durante la temporada de fiestas.,0
3518,She let out a heck when the team lost the game.,5,Ella lanzó un demonios cuando el equipo perdió el juego.,4
