fk_word,def_en,def_es,translation
3469,"The beak is a hard, pointed structure at the end of a bird's head.",El pico es una estructura dura y puntiaguda en la parte superior de la cabeza de un ave.,pico
3470,a warm and comforting food made from oats or other grains,un alimento cálido y reconfortante hecho de avena u otros granos,gachas
3471,providing or intended to provide support or security,suministrando o destinado a proporcionar apoyo o seguridad,protector/protectora
3472,a person who competes in boxing,una persona que compite en boxeo,boxeador/boxeadora
3473,A sweet treat enjoyed by people of all ages.,Un dulce disfrutado por personas de todas las edades.,caramelo
3474,a perennial herb used in cooking and medicine,un hierba perenne utilizada en la cocina y medicina,tomillo
3475,a type of spirit flavored with botanicals or fruit,un tipo de espírit y con sabor a botánicos o frutas,brandy
3476,A storey is one of the floors in a building,Un piso es una de las plantas en un edificio,piso
3477,A body of water where a river flows into the sea or another lake.,Un cuerpo de agua donde un río fluye en el mar o en otro lago.,estuario
3478,the state of expecting good things to happen,el estado de esperar que las cosas salgan bien,optimismo
3479,The amount of money earned through a business or investment.,La cantidad de dinero ganado a través de una empresa o inversión.,ganancias
3480,a person who commits acts of extreme violence or cruelty,un hombre que comete actos de violencia extrema o crueldad,salvaje
3481,A crime in which someone takes property from another by force or threats.,Un delito en el que alguien toma propiedad de otro por fuerza o amenazas.,robo
3482,a young bear of either sex before it reaches maturity,un joven osito antes de que alcance la madurez,cachorro
3483,A tyre is a ring-shaped component that surrounds and supports a wheel on a vehicle.,Un neumático es un componente cónico que rodea y apoya un eje en un vehículo.,neumático
3484,to bite or crush food with the teeth,masticar alimentos con los dientes,masticar
3485,a trip or journey into the African savanna to see wild animals.,un viaje o viaje al savana africana para ver animales salvajes.,safari
3486,a thing that prevents or hinders progress,un obstáculo que impide o dificulta el avance,obstáculo
3487,A set of instructions used to operate computer hardware or software.,Un conjunto de instrucciones utilizadas para operar el hardware o software de un ordenador.,software
3488,"A person who designs, builds, and maintains software systems.","Una persona que diseña, construye y mantiene sistemas de software.",desarrollador/desarrolladora
3489,"A type of small, sweet fruit.",Un tipo de fruta pequeña y dulce.,pera
3490,The father of a child is called Papa.,El padre de un hijo se llama Papá.,papá
3491,A group of animals that have the same species and are found together.,Un grupo de animales del mismo especie que se encuentran juntos.,rebaño
3492,A sweet and harmonious series of notes played in succession.,Una serie suave y armoniosa de notas tocadas en sucesión.,melodía
3493,the seventh day of the week,el séptimo día de la semana,séptimo/séptima
3494,a person who started a company or organization.,una persona que funda una empresa o organización.,fundador/fundadora
3495,A type of wood prized for its rich reddish-brown color and fine grain.,Un tipo de madera apreciada por su rico color rojizo y fina grano.,caoba
3496,"A person or organization that supports the idea of a classless, stateless society where all property and resources are owned collectively.","Un individuo o organización que apoya la idea de una sociedad sin clases, sin estado donde todas las propiedades y recursos son propiedad colectiva",comunista
3497,The practice of cultivating the land for food and other crops.,La práctica de cultivar la tierra para alimentos y otras culturas.,agricultura
3498,A valuable thing that provides benefit or advantage.,Un valoro que proporciona beneficio o ventaja,activo
3499,A sweet liquid substance used to add flavor and sweetness to food or drinks.,Un líquido suave y dulce utilizado para agregar sabor y dulzura a alimentos o bebidas.,jarabe
3500,a type of saltwater mollusk,una especie de molusco del agua salada,ostra
3501,A plant-based substance used in smoking and various products.,Una sustancia de origen vegetal utilizado en fumado y varios productos.,tabaco
3502,the edge or extreme point of a cliff or precipice,el borde o punto extremo de una pendiente o acantilado,borde
3503,a small amount of food eaten between meals,un pequeño plato de comida comido entre comidas,aperitivo
3504,"to beat or stir something, especially eggs for a cake","batir o revolver algo, especialmente huevos para un pastel",batidor
3505,A coffin is a box-like container made of wood or metal used to hold a deceased body.,Un ataúd es una caja rectangular hecha de madera o metal destinada para enterrar a una persona fallecida.,ataúd
3506,A musical instrument played by drawing a bow across its strings,Un instrumento musical tocado dibujando una cuerda con un bote,violín
3507,A person who has served for a long time in a particular activity or war.,Un hombre o mujer que ha servido durante mucho tiempo en una actividad o guerra determinada.,veterano/veterana
3508,a person who stands on the right of the king in a procession,el segundo que está en el lado derecho del rey durante una procesión,segundo
3509,a sequence of instructions that repeats itself indefinitely,una secuencia de instrucciones que se repite infinitamente,bucle
3510,to change something to fit a new situation or requirement,cambiar algo para que se ajuste a una nueva situación o requisito,adaptar
3511,capable of being maintained or continued; feasible,capaz de ser mantenido o continuado; viabilidad,viable
3512,a friendly hug or embrace,un abrazo amistoso o abrazo,abrazar
3513,covered in patches of uneven size and color.,cubierto en parches de tamaño y color desigual.,irregular
3514,"A simple structure made of wood or other materials, typically used as a shelter.","Una estructura sencilla hecha de madera o otros materiales, utilizada comúnmente como refugio.",cabaña
3515,A wig is a fabric structure designed to be worn on the head.,Una peluca es una estructura de tela diseñada para ser llevada sobre la cabeza.,peluca
3516,A plan of action or strategy used to achieve a specific goal.,Un plan de acción o estrategia utilizada para alcanzar un objetivo específico.,táctica
3517,a default value or option that is used when a specific alternative is not available,un valor o opción de default que se utiliza cuando una alternativa específica no está disponible,incumplimiento
3518,a loud expression of surprise or anger,un fuerte grito de sorpresa o enojo,demonios
3519,a small railway vehicle used to carry goods or passengers,un pequeño vehículo ferroviario utilizado para transportar bienes o pasajeros,carrito
3520,the process of reproducing images by means of ink on paper or other materials.,el proceso de reproducción de imágenes mediante tinta en papel o otros materiales.,impresión
